review,review_clean,sentiment
"Good bass enhancement , i would say it's very worth for ₹700, if you buy this for ₹1300 its just waste of your money. Go for another like Sennheiser, skull candy but its cost around 3000 something but i haven't tried moto pulse 2 yet, the reviews are good for that headphone CONS: little bit depleasant your ears when you hear song a long timeREAD MORE",good bass enhancement would say worth buy waste money another like sennheiser skull candy cost around something havent tried moto pulse yet review good headphone con little bit depleasant ear hear song long timeread,POSITIF
Really its one of the best head set I ever seenThe sound qoality is gudThe  base is mind blowingIts looks so good and very light weightcomfortable on the headThe Bluetooth is working ossomThank you flipkart for giving this AMAZING product for 1000 Rs The packaging of the products by flipkart is so goodThey delivered the product in correct timeOnce again a great thanks to the #SELLER & #FLIPKART                              _By                                    A happy customer :-)READ MORE,really one best head set ever seenthe sound qoality gudthe base mind blowingits look good light weightcomfortable headthe bluetooth working ossomthank flipkart giving amazing product packaging product flipkart goodthey delivered product correct timeonce great thanks seller flipkart happy customer read,POSITIF
"Headphone is very nice, sound quality is good ,bass is good , but range of Bluetooth is not much far,But the headphones is good from my opinion So enjoy if leasing the sound of these headphonesREAD MORE",headphone nice sound quality good bass good range bluetooth much farbut headphone good opinion enjoy leasing sound headphonesread,POSITIF
Superb extremely amazing ....grt sound ...bass is awesome . I am very happy with this.. thankyou so much flipkart.... but disappointed with too late delivery.READ MORE,superb extremely amazing grt sound bass awesome happy thankyou much flipkart disappointed late deliveryread,POSITIF
Since i am using these headphones from last 3 days and their performance is just outstanding battery backup is great charged them once on the first day and still playing and bass and the sound clarity is super quite well then sony extra bass only drawback is that you can't be able to make call from them.READ MORE,since using headphone last day performance outstanding battery backup great charged first day still playing bass sound clarity super quite well sony extra bass drawback cant able make call themread,POSITIF
Great product at best price. Good sound quality with quick connect. Easy ti use without hassle. Best buy at around Rs. 1200.READ MORE,great product best price good sound quality quick connect easy use without hassle best buy around read,POSITIF
"Awesome product , I am very happy for buy this product at a reasonable range of price , and the product have good quality , prompt delivery ....thanks a lot...READ MORE",awesome product happy buy product reasonable range price product good quality prompt delivery thanks lotread,POSITIF
"Product is really very nice and good looking.The best thing I liked about this is it has a good sound supressor and a better sound quality with a powerfull and extra bass.The only thing I did not like is it's very tight, uncomfortable to wear for about hours so u will have to keep as adjusting it for time.READ MORE",product really nice good lookingthe best thing liked good sound supressor better sound quality powerfull extra bassthe thing like tight uncomfortable wear hour keep adjusting timeread,POSITIF
Best Bluetooth headphones for those who are looking for budget​ Bluetooth headphonesLooks good Feels good Music quality is superbAnd the best part no wires Just buy these headphones without a single thought Well done Flipkart and the sellerREAD MORE,best bluetooth headphone looking budget bluetooth headphoneslooks good feel good music quality superband best part wire buy headphone without single thought well done flipkart sellerread,POSITIF
"Awesome bass Awesome Sound Awesome battery just everthing is awesome so dont spend your money to buy expensive headphones like Sony , JBL just try that one i bet you you feel happy to buy Boat headphones thnxx boat company to provide this heaphones in that range thnxxx ( I bought This headphones For Rupees 799 At Phone pe offer.READ MORE",awesome bass awesome sound awesome battery everthing awesome dont spend money buy expensive headphone like sony jbl try one bet feel happy buy boat headphone thnxx boat company provide heaphones range thnxxx bought headphone rupee phone offerread,POSITIF
"Very nice, it's good for listening music but to talk phone is a difficult, micro phone is not work.  But if you want to buy it try to buy in offers.  It's very good for music.  I buy it 700 in a offer. Feel very happy.READ MORE",nice good listening music talk phone difficult micro phone work want buy try buy offer good music buy offer feel happyread,POSITIF
Bass is great sound is clear You'll feel like sitting in a car with a base tube installed at high volumeIt's that great I bought it for 999 from flipkart and it also has a mic inbuilt .READ MORE,bass great sound clear youll feel like sitting car base tube installed high volumeits great bought flipkart also mic inbuilt read,POSITIF
Super awesome product.  Must buy.  Im very happy with its crystel clear sound and high base. Good job boAtREAD MORE,super awesome product must buy happy crystel clear sound high base good job boatread,POSITIF
Okay. This is my first review on my flipkart and that's because I just can't ignore the quality of the product. I got this at an unbelievable price of 700 because of flipkart's sale and phonepe's cash back offer. And this is literally the best deal I have ever got by it.- Sound is amazing. 5/5- built could have been better but I used motog basic earphones so I obviously I am more comfortable. 4/5 - Bluetooth connectivity is fast but minute distortions happen. 4/5 - look is decent. 4.5...READ MORE,okay first review flipkart thats cant ignore quality product got unbelievable price flipkarts sale phonepes cash back offer literally best deal ever got sound amazing built could better used motog basic earphone obviously comfortable bluetooth connectivity fast minute distortion happen look decent read,POSITIF
"Great headphones, as per budget orientation.The earcups are medium sized could have been little bigger and more softer.not a deal breaker though.At this price go for it.READ MORE",great headphone per budget orientationthe earcups medium sized could little bigger softernot deal breaker thoughat price itread,POSITIF
Nice packaging came in branded box plus flipkart box  with bubble wrap which all online sites dont doThe product is just awesome....so happy with the product working very nicelyREAD MORE,nice packaging came branded box plus flipkart box bubble wrap online site dont dothe product awesomeso happy product working nicelyread,POSITIF
"Great headphones, a good delivery... Well done flipkart... Happy with the product as well..bought for just 1000 .... still going the same way ..READ MORE",great headphone good delivery well done flipkart happy product wellbought still going way read,POSITIF
"Nice headphones under this Budget, better than any high end companies wireless headphones.And what a boom base,  you will love it guys....READ MORE",nice headphone budget better high end company wireless headphonesand boom base love guysread,POSITIF
"Nice product. Initially it was not working clear, after putting full charge it starts working fine. Sound clarity is clear & superREAD MORE",nice product initially working clear putting full charge start working fine sound clarity clear superread,POSITIF
I have been using this product for 5 months and it works fine without any issues.Overall good product at good price segment.READ MORE,using product month work fine without issuesoverall good product good price segmentread,POSITIF
Super bass nice chicken flap function could have done good if the cushion were more softREAD MORE,super bass nice chicken flap function could done good cushion softread,POSITIF
It is the best which i have got under 1k. Its battery backup is better then others and the deep bass is better than sony headphonesREAD MORE,best got battery backup better others deep bass better sony headphonesread,POSITIF
"nice product , best in it's price ₹1099 and working fine.quality is good than others .playback time is more than 8hrs.READ MORE",nice product best price working finequality good others playback time hrsread,POSITIF
"Highly recommended.. Very good sound quality, battery backup is very good, no ear pain(after some days of usage), Bluetooth is also very nicely work... Overall very good performance and premium qualityREAD MORE",highly recommended good sound quality battery backup good ear painafter day usage bluetooth also nicely work overall good performance premium qualityread,POSITIF
Pros : Look wise and sound quality wise it is good (better bass). less number of functional keys .Cons : not comfortable to put on for long .width of headsets can't be adjusted .READ MORE,pro look wise sound quality wise good better bass less number functional key con comfortable put long width headset cant adjusted read,POSITIF
What a great product. In love with them with the 1st beat drop into my ears. Hd music with superb bass.READ MORE,great product love beat drop ear music superb bassread,POSITIF
"Really bass is very strong and the battery back up is amazing and very easy to use . .   Really too Good product ., sound is good bass is awesomeREAD MORE",really bass strong battery back amazing easy use really good product sound good bass awesomeread,POSITIF
Bass is good .... the speaker is small ... doesnt set on the ears well .... but if u give ur time ... u can figure out ur best position !!! ... the product does not look big nd catchy !!! But its ok ...READ MORE,bass good speaker small doesnt set ear well give time figure best position product look big catchy read,NEUTRE
I liked this product so much that I bought another and gifted to my friend. She is loving it.  Best product at this price range.READ MORE,liked product much bought another gifted friend loving best product price rangeread,POSITIF
Good product at this prize work fine and bass is also goodREAD MORE,good product prize work fine bass also goodread,POSITIF
Vry nice product .  Though sound clearence and bass is not sooo good bt loudness is mascular ..although at this price its the best ...READ MORE,vry nice product though sound clearence bass sooo good loudness mascular although price best read,POSITIF
I always suggest this product becoz this is the second one which I have bought becoz my first headphone was taken by my lil sis and I got it for 1300rs and don't place the order until it reaches to 1300rs becoz every time the cost changes depending upon the demand and make sure when u get the product check once and thrice wether the head set connects to other company mobile also (not NLY ur mobile) and coming to design it's pretty awesome with this good finishing and colour and also the mater...READ MORE,always suggest product becoz second one bought becoz first headphone taken lil si got dont place order reach becoz every time cost change depending upon demand make sure get product check thrice wether head set connects company mobile also nly mobile coming design pretty awesome good finishing colour also materread,POSITIF
Great expirence ......... Good sound equality great product and also good quality headphone deep bass is also good medium size headphone good features also.. best wireless headphone in this priceREAD MORE,great expirence good sound equality great product also good quality headphone deep bass also good medium size headphone good feature also best wireless headphone priceread,POSITIF
I'm writing my review after 5 days of use and i must say battery backup is just aweaome till now i had no need to charge it ☺and sound quality 10/10combination of bass and treble are super fantasticim really impressed with its build quality and light weight.... but its soooo tight to wear means after listening continously music for 1 hour you will fill lil bit headache.... i dont know why but its happens with memay be due to bass effect i must say it has super bass driver and if you are...READ MORE,writing review day use must say battery backup aweaome till need charge sound quality combination bass treble super fantasticim really impressed build quality light weight soooo tight wear mean listening continously music hour fill lil bit headache dont know happens memay due bass effect must say super bass driver areread,POSITIF
"It's power packed performance the product is very good , it's giving 8 hours backup battery very comfortable to fold and light wait Pros:-Super bassLong lasting batteryHd clarityLong range frequencyFinally the product is very good !!Thank to flipkart.READ MORE",power packed performance product good giving hour backup battery comfortable fold light wait prossuper basslong lasting batteryhd claritylong range frequencyfinally product good thank flipkartread,POSITIF
"i am going to buy this product at this price.i also checked this product at store...believe me this is awesome and with this price you get Bluetooth headphone with super quality of sound,bass,treble,natural vocal,and amazing experience......with soft ear cushion.....jst loving it.....thank you flipkart for this product...and guys this product price was  at   many store  rs.2000 and aboveREAD MORE",going buy product pricei also checked product storebelieve awesome price get bluetooth headphone super quality soundbasstreblenatural vocaland amazing experiencewith soft ear cushionjst loving itthank flipkart productand guy product price many store aboveread,POSITIF
Awesome man...so fast delivery....simply amazed..... Switched to headphones from earphones...really amazing headphones better than any other brand at this price....and even wireleds...OMG....really good product !!!READ MORE,awesome manso fast deliverysimply amazed switched headphone earphonesreally amazing headphone better brand priceand even wireledsomgreally good product read,POSITIF
"Best product in the price range if you want a wireless headphone with good sound quality, for rupees 1100 it is a good buy.READ MORE",best product price range want wireless headphone good sound quality rupee good buyread,POSITIF
"Owsome.. product !!!!Not only should your headphones deliver great bass, they should also produce superior sound quality. To appease the audiophile in you, look for specs that not only enhance bass, but that work with your gear and fit your lifestyle. The best headphones for bass will be comfortable, compatible and convenient.Boat rockerz filled my all requirements .Thank u flipcart!!READ MORE",owsome product headphone deliver great bass also produce superior sound quality appease audiophile look spec enhance bass work gear fit lifestyle best headphone bass comfortable compatible convenientboat rockerz filled requirement thank flipcartread,POSITIF
Nice headphone.could have been a better with more better in calling mic.the music is perfect.but in call voice in the headphone u can't listen.ita very lowREAD MORE,nice headphonecould better better calling micthe music perfectbut call voice headphone cant listenita lowread,POSITIF
Best headpone in this price range quality good bt the outerlayer of plastic is lil bit soft so use softly ovrall headfon is good bt not comfortableREAD MORE,best headpone price range quality good outerlayer plastic lil bit soft use softly ovrall headfon good comfortableread,POSITIF
"It worked nice for 1month. On one bad day while charging, right side headphone gets heated and burning smell and its gone. Have raised case with manufacturer. They have collected defected headphones a week back but no information on replaced product though. I hope will get a new one soon. purchased a Boat 400 bluetooth headphone approx 2 months back, for a month, it worked well but 25 days back, all of sudden while charging its get heated and stopped working.I sent email request for replac...READ MORE",worked nice month one bad day charging right side headphone get heated burning smell gone raised case manufacturer collected defected headphone week back information replaced product though hope get new one soon purchased boat bluetooth headphone approx month back month worked well day back sudden charging get heated stopped workingi sent email request replacread,NEUTRE
The best product ....toooo rockz n so beautiful at this rate this is the best ......READ MORE,best product toooo rockz beautiful rate best read,NEUTRE
Till now everything is working fine sound is good product is also nice only one problem bt range is or i say power is not good .READ MORE,till everything working fine sound good product also nice one problem range say power good read,POSITIF
It's  good headset  .Gives me enough satisfaction  as .good base and good voice.power back up is as stated  8 hrsREAD MORE,good headset give enough satisfaction good base good voicepower back stated hrsread,POSITIF
"I ordered it on last Thursday and got the product on Monday . awesome delivery by flipkart !!And now the product : the bass is awesome , very good sound . In nutshell , a very good product.READ MORE",ordered last thursday got product monday awesome delivery flipkart product bass awesome good sound nutshell good productread,POSITIF
"I have been using past two days, it's the best in range I would say, unless u got a big size head. On Bluetooth u get the best sound than in wired. Wired system will support ur device amp. But the BT will create it's on thumping bass which is awesome to hear. Since I too kind of bigger size head it tends to get tight, absolutely no air can pass in. Very light weight n foldable. Wires provided r best quality. Call in traffic or crowd will not be good idea. In a room it's perfect. 4 Star for it...READ MORE",using past two day best range would say unless got big size head bluetooth get best sound wired wired system support device amp create thumping bass awesome hear since kind bigger size head tends get tight absolutely air pas light weight foldable wire provided best quality call traffic crowd good idea room perfect star itread,POSITIF
Got it just now. The battery got recharged in some 2 hours.  Sound quality is good. Obviously not that professional but if you are a regular listener then this piece is worth to be brought. The mic is not that good but if you have good coverage area then it works fine.READ MORE,got battery got recharged hour sound quality good obviously professional regular listener piece worth brought mic good good coverage area work fineread,POSITIF
"Using from last week, good Bluetooth connectivity and battery backup. Keep going even after 2 days full usage.Sound quality is very decent and up to the mark. All the functions mentioned works great. Mic is not that great in public places and other person can't hear you properly. Bit uncomfortable after hours in ear. Very fashionable Bluetooth gear, worth the price.READ MORE",using last week good bluetooth connectivity battery backup keep going even day full usagesound quality decent mark function mentioned work great mic great public place person cant hear properly bit uncomfortable hour ear fashionable bluetooth gear worth priceread,POSITIF
"When i got the box i thought it was empty,boat rockerz are very light.  It produced good  base..it was only smooth on Bluetooth mode not so good in wired mode....noise cancellation was decent...overall a verry good product in this range..go for itREAD MORE",got box thought emptyboat rockerz light produced good baseit smooth bluetooth mode good wired modenoise cancellation decentoverall verry good product rangego itread,POSITIF
"Everything is nice , clarity very good , bass awesome if equalized and light weight, compact comfort is ok ..READ MORE",everything nice clarity good bass awesome equalized light weight compact comfort read,POSITIF
"I received this product within 20 hrs after placing an Order. Lightning fast delivery by Flipkart.I was looking for a decent wireless headphones in price range of around INR 2k to 3k max.After endless research, I found that most of the wireless headphones are quite expensive and those available in this range are of average build quality, average looking with average sound quality.I found boAt Rockerz 400 On-the-ear Wireless bluetooth on Flipkart, that also special day offer. quite good d...READ MORE",received product within hr placing order lightning fast delivery flipkarti looking decent wireless headphone price range around inr maxafter endless research found wireless headphone quite expensive available range average build quality average looking average sound qualityi found boat rockerz ontheear wireless bluetooth flipkart also special day offer quite good dread,POSITIF
Very nice and satisfactory performance. The advantage is that it has both options of Bluetooth as well 3.5mm Audio cable also.READ MORE,nice satisfactory performance advantage option bluetooth well audio cable alsoread,POSITIF
Super Duper.... Really Rocking...Superr Bass(u can feel vibrations.. when u play bass boosted songs :D )Super Battery.Perfect Fits.Ultra light Weight.Noise Cancellation good.You might feel tight on ears...But after 2-3 days..Its perfect.Mic working good.. Next person thinks ur little bit away from ur phone.(not an issue)Cushions can be better..but can compromise at this price. :PSuper Price Got it for  @699/-Go for it..!!If found my review useful... Hit Like Button 👍READ MORE,super duper really rockingsuperr bassu feel vibration play bass boosted song super batteryperfect fitsultra light weightnoise cancellation goodyou might feel tight earsbut daysits perfectmic working good next person think little bit away phonenot issuecushions betterbut compromise price psuper price got itif found review useful hit like button read,POSITIF
just wowREAD MORE,wowread,POSITIF
"A damn good headphone for its price..Bass lover? Go for it bro/sis. Very much loud speakers (obviously,40mm drivers) and even in high volume, doesn't affect the damn good quality of the sound, battery performance is also as mentioned,maybe not 8,but you will DEFINITELY get at least 6 hours at max volume,call experience was good enough,yes sometimes the connectivity gets affected somehow,but in 10 days, I experienced that only thrice, this was my point of view about this product, I'll definite...READ MORE",damn good headphone pricebass lover brosis much loud speaker obviouslymm driver even high volume doesnt affect damn good quality sound battery performance also mentionedmaybe definitely get least hour max volumecall experience good enoughyes sometimes connectivity get affected somehowbut day experienced thrice point view product ill definiteread,POSITIF
it's a amazing product but delivery is very wrostlyREAD MORE,amazing product delivery wrostlyread,POSITIF
Superb base quality.... Colors and design also good  easy to use light weightREAD MORE,superb base quality color design also good easy use light weightread,POSITIF
superb superb superb superb superbREAD MORE,superb superb superb superb superbread,POSITIF
"Awesome Headphone🖤Pros:Insane Bass.Good Clarity.Satisfactory Range ,considering the price.Better experience with aux.Good Battery performance.Charging speed is satisfactory.Bought it for Rs. 999.Cons:TightBegins to sweat after sometime.Can be used only for 45mins. But it will get adjusted after sometime.Best budget headset 👌READ MORE",awesome headphoneprosinsane bassgood claritysatisfactory range considering pricebetter experience auxgood battery performancecharging speed satisfactorybought constightbegins sweat sometimecan used min get adjusted sometimebest budget headset read,POSITIF
"Superb quality but a little bit tight.But at the price range of 999 its worth.You can buy this product for ₹999 on big offer days.So what you wanna do is just add this product to your cart and when the price drops to ₹999, place your order.READ MORE",superb quality little bit tightbut price range worthyou buy product big offer daysso wan add product cart price drop place orderread,POSITIF
awesome👏✊👍READ MORE,awesomeread,POSITIF
nice bass i bought a skukcandy uproar wireless previously but still it has better sound quality than that lvit* go for reasonable price and nice qualityREAD MORE,nice bass bought skukcandy uproar wireless previously still better sound quality lvit reasonable price nice qualityread,POSITIF
look wise bestREAD MORE,look wise bestread,POSITIF
Awsome product😍😍😍😍READ MORE,awsome productread,POSITIF
superb product.... sound quality is good..... boAt rocks🤘READ MORE,superb product sound quality good boat rocksread,POSITIF
poliii annee broooiiisREAD MORE,poliii annee broooiiisread,POSITIF
I got it for 999. It is totally worth the money.Sound quality - GoodHowever it is bit tight when placed on head.About the bluetooth range - AverageREAD MORE,got totally worth moneysound quality goodhowever bit tight placed headabout bluetooth range averageread,POSITIF
good product but feels tight.. delivery was also awesomeREAD MORE,good product feel tight delivery also awesomeread,POSITIF
Almost Everything is Good. but one thing is it's really very tight so you can't wear it more than 30 minutes.READ MORE,almost everything good one thing really tight cant wear minutesread,POSITIF
Best buy @ 1299 pls check unboxing videos as well as other online shops before purchase...be a vice customer alwaysREAD MORE,best buy pls check unboxing video well online shop purchasebe vice customer alwaysread,NEUTRE
Best in class..Got it in just ₹ 890..Good quality of sound..the only problem I have found is the tightness of the Headset.. Though Its manageable..Thanks flipkart..READ MORE,best classgot good quality soundthe problem found tightness headset though manageablethanks flipkartread,POSITIF
superb headphones 👍👍👍👍READ MORE,superb headphone read,POSITIF
its amazingREAD MORE,amazingread,POSITIF
excellent headphones with superb bassREAD MORE,excellent headphone superb bassread,POSITIF
"To Flipkart team,My headphones is not working properly the aux cable is not connecting and the sound of the song is very disturbing while connecting with bluetooth.My headphones are under warranty but the contact number of the customer care of boat company is always busy or unable to connect I'm very disappointed  with this product.Please help me sir.READ MORE",flipkart teammy headphone working properly aux cable connecting sound song disturbing connecting bluetoothmy headphone warranty contact number customer care boat company always busy unable connect disappointed productplease help sirread,NEGATIF
Truly great bass like a home theatre...bass is really awesome and looking great...somebody says in comments it's hurting after 2 or 3 hr...i said no...everyone must buy the product.thank youREAD MORE,truly great bass like home theatrebass really awesome looking greatsomebody say comment hurting hri said noeveryone must buy productthank youread,POSITIF
Very niceREAD MORE,niceread,POSITIF
Superb sound quality I love this productREAD MORE,superb sound quality love productread,POSITIF
"sound quality is good , battery backup is also good. But built and design doesnt allow you to wear them for more than 1 hour. You will feel mild pain on ears and will increase as you wear it longer.READ MORE",sound quality good battery backup also good built design doesnt allow wear hour feel mild pain ear increase wear longerread,NEUTRE
very GoodREAD MORE,goodread,POSITIF
Got in ₹699.... Great Value for money product... Sound quality is like High end Headphones....READ MORE,got great value money product sound quality like high end headphonesread,POSITIF
Nice quality 👍READ MORE,nice quality read,POSITIF
"An awesome headphone for this price. It has a greater battery backup upto 8~9 hrs, Louder volume, higher bass, and mainly quite tight on your hear so that only it can't loose from your head. but you can't continuously use this upto 3 to 4 hrs bcz it makes your hears uncomfortable. But this is the best haedphone I have ever used.READ MORE",awesome headphone price greater battery backup upto hr louder volume higher bass mainly quite tight hear cant loose head cant continuously use upto hr bcz make hears uncomfortable best haedphone ever usedread,POSITIF
The sound of the headphones is really nice especailly the base but the mic of this headphones doesn't work at all and also the ear cups are too uncomfortable and tight that you can't wear them more then 15 mins as it starts paining in your ears. the Flipkart also will not solve your problem and you have to suffer a lot to exchange this product. Flipkart also don't provide you return of money in this product so for me it is a very bad experience of buying these headphones from Flipkart. I will...READ MORE,sound headphone really nice especailly base mic headphone doesnt work also ear cup uncomfortable tight cant wear min start paining ear flipkart also solve problem suffer lot exchange product flipkart also dont provide return money product bad experience buying headphone flipkart willread,NEGATIF
Good quality and nice color HD soundREAD MORE,good quality nice color soundread,POSITIF
superb base with highly comfortable cusions and HD audio qualityREAD MORE,superb base highly comfortable cusions audio qualityread,POSITIF
"Awesome Product..Everything is great, Quality, Sound & Bass, Connectivity - Bluetooth & AUX, Battery Backup, Buttons And Mic support for hands free calling..READ MORE",awesome producteverything great quality sound bass connectivity bluetooth aux battery backup button mic support hand free callingread,POSITIF
Excellent product.READ MORE,excellent productread,POSITIF
super thing bass song quality design battery backup all is perfectREAD MORE,super thing bass song quality design battery backup perfectread,POSITIF
osm product. powerfull bass with boat headphone. looks fantastic. Great Sound. less comfort & mic input is not so goodREAD MORE,osm product powerfull bass boat headphone look fantastic great sound less comfort mic input goodread,POSITIF
Best in this price tag of @1099READ MORE,best price tag read,POSITIF
the product was amazing speccialy sound and bass 2nd thing the battery is massive i got 9 hours of play time jst superb everyone go 4 it i bought this at only 999/READ MORE,product amazing speccialy sound bass thing battery massive got hour play time jst superb everyone bought read,POSITIF
awesome product..READ MORE,awesome productread,POSITIF
super bass good sound clarity...  good designREAD MORE,super bass good sound clarity good designread,POSITIF
Nice productREAD MORE,nice productread,POSITIF
"I am received this headset on 14/06/2019. I am utterly disappointed about this built quality. Why they are cheating customers by sending this type of items, I couldn't understand. Literally FLIPKART should ban this seller.READ MORE",received headset utterly disappointed built quality cheating customer sending type item couldnt understand literally flipkart ban sellerread,NEGATIF
best quality as expected...but have a problem than after using for some time it starts pain in ear...not expectedREAD MORE,best quality expectedbut problem using time start pain earnot expectedread,POSITIF
Nice bass and sound quality good 😍😍😍READ MORE,nice bass sound quality good read,POSITIF
Nice pair of headphones with good bass quality. Only problem​ being pain on the ears due to tight head band after long and co tinuous usageREAD MORE,nice pair headphone good bass quality problem pain ear due tight head band long tinuous usageread,POSITIF
very goodREAD MORE,goodread,POSITIF
Experience of this headphone are exilent for me good baas clear HD sound so go for itREAD MORE,experience headphone exilent good baa clear sound itread,POSITIF
Pros: Sound quality is amazing with good bass. No bluetooth headphones in this price range gives you such a great sound experience.Cons: Uncomfortable if you have a big head.READ MORE,pro sound quality amazing good bass bluetooth headphone price range give great sound experiencecons uncomfortable big headread,POSITIF
Sounds is goodREAD MORE,sound goodread,POSITIF
Nice product clear sound but calling voice not clear .READ MORE,nice product clear sound calling voice clear read,POSITIF
very niceREAD MORE,niceread,POSITIF
If ur ears r made of metal then go for it.. surely..the cushion cups are not at all for human ears...they r gonna make ears so much pain u cant imagine.. just dont go for sound quality nd bluetooth...main thing is comfort which is not at all to the slightest extent... hell of u boat.. i want refund.. plzz..READ MORE,ear made metal surelythe cushion cup human earsthey gon make ear much pain cant imagine dont sound quality bluetoothmain thing comfort slightest extent hell boat want refund plzzread,NEGATIF
sound quality is really awsomeREAD MORE,sound quality really awsomeread,POSITIF
NYC sounds quality.....READ MORE,nyc sound qualityread,POSITIF
same productREAD MORE,productread,POSITIF
Mic not working during call other person not able to hearREAD MORE,mic working call person able hearread,NEGATIF
The sound quality s great.. No connectivity issues.. Looks good.. Jus go fr it only if u r ready to cut off yo ears latr..its soo uncomfortable.. Wud hv been betr if the ear cushions were a little wider..READ MORE,sound quality great connectivity issue look good jus ready cut ear latrits soo uncomfortable wud betr ear cushion little widerread,NEGATIF
very nice productREAD MORE,nice productread,POSITIF
nice sound quality & nice battery backup 👍READ MORE,nice sound quality nice battery backup read,POSITIF
Battery backup Supper & Sound Quality AwesomeREAD MORE,battery backup supper sound quality awesomeread,POSITIF
An Awesome Product...Must Buy it...Beast at this Price Point...Feels a bit tight at ears but you'll get used to it after sometime...not a major problem to worry about... awesome sound and insane bass... Highly recommendREAD MORE,awesome productmust buy itbeast price pointfeels bit tight ear youll get used sometimenot major problem worry awesome sound insane bass highly recommendread,POSITIF
good product 👍READ MORE,good product read,POSITIF
Osam bassREAD MORE,osam bassread,POSITIF
awesome bass blindly plz choose this product ...but we hv to handle carefully many chance to break from the head part... otherwise the product is superb bass awesome we feel lyk home theater....READ MORE,awesome bass blindly plz choose product handle carefully many chance break head part otherwise product superb bass awesome feel lyk home theaterread,POSITIF
"The sound quality is awesome for this price segment, but most of the users is suffering from the pressure of the headset on ears including me. If the tight of the headset is reduced to some lower pressure it could help the users to enjoy the seem less music for longer time. For me I can't use it for more than 15 mins without adjusting it over my ears and I can't watch a full movie with this product as it hurt my ears on using it above 1 or 2 hours.READ MORE",sound quality awesome price segment user suffering pressure headset ear including tight headset reduced lower pressure could help user enjoy seem less music longer time cant use min without adjusting ear cant watch full movie product hurt ear using hoursread,NEUTRE
Great sound qualityREAD MORE,great sound qualityread,POSITIF
Not at all as per expectation. The return policy is also not good. And the quality of the speakers is not good at all. Everytime you play something there is a loud thud which makes you go deaf and then the audio starts.READ MORE,per expectation return policy also good quality speaker good everytime play something loud thud make deaf audio startsread,NEGATIF
King of BassREAD MORE,king bassread,POSITIF
It's fantastic... Don't give any excuses and buy it..READ MORE,fantastic dont give excuse buy itread,POSITIF
Best headphone...good battery backup....light weight.bass is good..i got it for ₹1000. design and quality is gudREAD MORE,best headphonegood battery backuplight weightbass goodi got design quality gudread,POSITIF
Been using it for 20 days and battery backup is also good. I got this headphones at 599rsREAD MORE,using day battery backup also good got headphone rsread,POSITIF
Product was good but very poor delivery services I decided never to place order with flipkart not at all taking care of customer products.READ MORE,product good poor delivery service decided never place order flipkart taking care customer productsread,NEGATIF
Product is good but size is too small.. And lil disappointed with the micREAD MORE,product good size small lil disappointed micread,POSITIF
awzome sound quality and bass.... comfort is bit lessREAD MORE,awzome sound quality bass comfort bit lessread,POSITIF
"Speaker is not working in this Bluetooth headset, returning it nowREAD MORE",speaker working bluetooth headset returning nowread,NEGATIF
Thanks for the product i really liked that boat rockerzz 400 with a best quality sound.....experience.. Thanks for the discountsREAD MORE,thanks product really liked boat rockerzz best quality soundexperience thanks discountsread,POSITIF
Too tightREAD MORE,tightread,NEGATIF
Good productREAD MORE,good productread,POSITIF
Dont buy this ever. What's the meaning sound if u cant wear more than 30 minutes. It really starts hurting ur ear after 20 minsREAD MORE,dont buy ever whats meaning sound cant wear minute really start hurting ear minsread,NEGATIF
Worst experience. I have been received with a damaged and used product. Will never buy anything from Flipkart.READ MORE,worst experience received damaged used product never buy anything flipkartread,NEGATIF
"They were tight to my head, when i tried to refund it, they said you can not get refund for products thag have no quality issue, whats the point of online shopping then? To hope that the products fit you else let it go?Highly disappointed.READ MORE",tight head tried refund said get refund product thag quality issue whats point online shopping hope product fit else let gohighly disappointedread,NEGATIF
Nice productREAD MORE,nice productread,POSITIF
Mind blowing perches..!! I have bought 2 headphones of 2 colours.. awsome sound quality.. value for moneyREAD MORE,mind blowing perch bought headphone colour awsome sound quality value moneyread,POSITIF
GoodREAD MORE,goodread,POSITIF
just i received this product yesterday itself & I can say that the sound was great and bass also well but I returned this product due to some cause which is unpredictable... when I was listening song the sound was cutting / breaking in every Song lyrics and changing the lyrics and also beeping again again. It is also not working within 5 sqft distance. Sometimes the Bluetooth connection is automatically disconnecting.I am so frustrated by this product ...going for that may be waste your moneyREAD MORE,received product yesterday say sound great bass also well returned product due cause unpredictable listening song sound cutting breaking every song lyric changing lyric also beeping also working within sqft distance sometimes bluetooth connection automatically disconnectingi frustrated product going may waste moneyread,NEGATIF
Product is no doubt good. Sound quality is good bt not best. But the damage part is that the calling feature. Other side not get proper voice of yours. So overall good nd averarREAD MORE,product doubt good sound quality good best damage part calling feature side get proper voice overall good averarread,NEGATIF
Got it 999 in freedom sale 2019.Decent bass and good battery life.One can enjoy music while going for jog. Battery lasts for 7-8 hours.I have been using it for 1 year still doesn't have any problem in sound and battery life.READ MORE,got freedom sale decent bass good battery lifeone enjoy music going jog battery last hoursi using year still doesnt problem sound battery liferead,POSITIF
product quality is too good ... fully satisfied with this product thnx flipcart...😍READ MORE,product quality good fully satisfied product thnx flipcartread,POSITIF
